timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:58:11, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:39:24, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 18:58:13, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:39:26, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 19:58:16, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:39:28, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 20:58:18, 115, 66, 50, 18, 18, 115, 105, 27.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:39:31, 115, 66, 53, 18, 18, 115, 105, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 21:58:21, 115, 66, 53, 18, 18, 115, 105, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:39:33, 115, 66, 53, 18, 18, 115, 105, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 22:58:23, 115, 66, 53, 18, 18, 115, 105, 24.8
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:39:36, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 23:58:26, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:39:38, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 00:58:28, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:39:41, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 01:58:31, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:39:43, 115, 66, 60, 18, 18, 115, 105, 22.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 02:58:33, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:39:46, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 03:58:36, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:39:48, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 04:58:38, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:39:50, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 05:58:41, 115, 66, 57, 18, 18, 115, 105, 27.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:39:53, 99, 69, 51, 18, 13, 99, 84, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 06:58:43, 99, 69, 51, 18, 13, 99, 84, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:39:55, 96, 70, 51, 18, 15, 96, 82, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 07:58:46, 96, 70, 51, 18, 15, 96, 82, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 08:39:58, 96, 70, 51, 18, 15, 96, 82, 32.24
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-05 08:58:48, 95, 61, 46, 18, 18, 95, 80, 32.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
