timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 22:16:45, 143, 70, 89, 27, 112, 143, 43, 15.23
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 23:16:48, 143, 70, 89, 27, 112, 143, 43, 15.23
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 00:16:50, 143, 70, 86, 27, 112, 143, 43, 14.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 01:16:53, 143, 70, 86, 27, 112, 143, 43, 14.27
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 02:16:55, 143, 70, 63, 27, 112, 143, 43, 20.57
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 03:16:58, 143, 70, 63, 27, 112, 143, 43, 20.57
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 04:17:00, 143, 70, 63, 27, 112, 143, 43, 20.57
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 05:17:03, 143, 70, 63, 27, 112, 143, 43, 20.57
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 06:17:05, 131, 70, 45, 26, 35, 131, 34, 27.69
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 07:17:08, 131, 70, 45, 26, 35, 131, 34, 27.69
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 08:17:10, 127, 70, 42, 25, 76, 127, 32, 28.67
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 09:17:12, 127, 70, 43, 25, 76, 127, 32, 28.75
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 10:17:15, 126, 70, 43, 26, 104, 126, 33, 28.75
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 11:17:17, 126, 70, 43, 26, 104, 126, 33, 28.75
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 12:17:20, 126, 70, 43, 26, 104, 126, 33, 26.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 13:17:22, 126, 70, 43, 26, 104, 126, 33, 26.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 14:17:24, 126, 70, 59, 26, 104, 126, 33, 23.31
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 15:17:26, 126, 70, 59, 26, 104, 126, 33, 23.31
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 16:17:29, 126, 70, 59, 26, 104, 126, 33, 23.31
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 17:17:31, 126, 70, 59, 26, 104, 126, 33, 23.31
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 18:17:34, 126, 70, 59, 26, 104, 126, 33, 23.31
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 19:17:36, 126, 70, 57, 26, 104, 126, 33, 23.14
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 20:17:39, 126, 70, 64, 26, 104, 126, 33, 22.79
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 21:17:41, 126, 70, 64, 26, 104, 126, 33, 22.79
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 22:17:44, 126, 70, 64, 26, 104, 126, 33, 22.79
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
